alert_id,timestamp,machine_id,operator_id,task_id,alert_type,severity,source,message,recommended_action,resolved
AL000075,2025-08-29 10:53:00,M0019,OP0029,T00123,PROXIMITY,MEDIUM,safety_events,Obstacle detected within the machine operating zone.,Reassess path and clear or route around obstacle.,True
AL000856,2025-08-29 12:00:00,M0026,OP0027,,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL000076,2025-08-29 12:11:00,M0019,OP0029,T00123,PROXIMITY,HIGH,safety_events,Worker detected within the machine operating zone.,Pause operation and confirm clear zone before resuming.,True
AL000454,2025-08-29 12:23:00,M0034,OP0013,T00738,SEATBELT,LOW,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000455,2025-08-29 12:52:00,M0034,OP0013,T00738,PROXIMITY,LOW,safety_events,Unsafe reversing maneuver detected.,Reinforce spotter protocol for reversing operations.,True
AL000077,2025-08-29 13:24:00,M0019,OP0029,T00123,SEATBELT,HIGH,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000971,2025-08-29 13:56:06,M0019,OP0029,T00123,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL000050,2025-08-30 12:37:00,M0023,OP0007,T00063,PROXIMITY,LOW,safety_events,Unsafe reversing maneuver detected.,Reinforce spotter protocol for reversing operations.,True
AL000051,2025-08-30 14:54:00,M0023,OP0007,T00063,PROXIMITY,HIGH,safety_events,Worker detected within the machine operating zone.,Pause operation and confirm clear zone before resuming.,True
AL000913,2025-08-31 08:00:00,M0022,OP0048,,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL000564,2025-08-31 13:48:00,M0003,OP0038,T00108,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,True
AL000065,2025-08-31 16:12:00,M0003,OP0038,T00108,SEATBELT,MEDIUM,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000772,2025-09-01 06:00:00,M0035,OP0009,,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,False
AL000475,2025-09-01 12:48:00,M0042,OP0048,T00769,SEATBELT,LOW,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,False
AL000439,2025-09-01 13:56:00,M0034,OP0037,T00724,PROXIMITY,HIGH,safety_events,Obstacle detected within the machine operating zone.,Reassess path and clear or route around obstacle.,True
AL000440,2025-09-01 14:17:00,M0034,OP0037,T00724,PROXIMITY,HIGH,safety_events,Obstacle detected within the machine operating zone.,Reassess path and clear or route around obstacle.,False
AL001168,2025-09-01 14:28:00,M0042,OP0048,T00769,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL001008,2025-09-01 16:14:18,M0026,OP0014,T00243,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,False
AL000157,2025-09-01 16:24:00,M0026,OP0014,T00243,SEATBELT,MEDIUM,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000386,2025-09-02 06:57:00,M0015,OP0054,T00616,PROXIMITY,LOW,safety_events,Site vehicle detected within unsafe operating distance.,Coordinate with vehicle operator and increase clearance.,True
AL000387,2025-09-02 07:05:00,M0015,OP0054,T00616,PROXIMITY,MEDIUM,safety_events,Worker detected within the machine operating zone.,Pause operation and confirm clear zone before resuming.,True
AL001123,2025-09-02 08:53:36,M0015,OP0054,T00616,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,False
AL001177,2025-09-02 10:55:36,M0008,OP0043,T00818,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,False
AL000833,2025-09-02 15:00:00,M0011,OP0041,,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,True
AL000311,2025-09-02 18:06:00,M0034,OP0006,T00484,SEATBELT,LOW,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000270,2025-09-02 18:12:00,M0011,OP0050,T00398,UNUSUAL_BEHAVIOR,MEDIUM,safety_events,Machine speed exceeded safe operating threshold.,Coach operator on speed limits for this machine type.,True
AL000191,2025-09-03 08:44:00,M0037,OP0042,T00296,PROXIMITY,LOW,safety_events,Site vehicle detected within unsafe operating distance.,Coordinate with vehicle operator and increase clearance.,True
AL000192,2025-09-03 10:15:00,M0037,OP0042,T00296,UNUSUAL_BEHAVIOR,LOW,safety_events,Harsh braking event detected.,Review braking technique with operator.,True
AL000573,2025-09-03 14:44:00,M0006,OP0027,T00158,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,True
AL000096,2025-09-03 14:52:00,M0006,OP0027,T00158,PROXIMITY,LOW,safety_events,Site vehicle detected within unsafe operating distance.,Coordinate with vehicle operator and increase clearance.,True
AL001001,2025-09-03 15:26:18,M0017,OP0006,T00214,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,False
AL000984,2025-09-03 17:25:00,M0006,OP0027,T00158,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL001189,2025-09-03 19:00:00,M0009,,,ENVIRONMENTAL_RISK,MEDIUM,environment,"Hazardous environmental conditions (fog, visibility 208m).",Consider pausing operations until conditions improve.,True
AL001106,2025-09-03 22:36:30,M0031,OP0032,T00567,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL001027,2025-09-04 06:59:24,M0037,OP0042,T00296,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,False
AL000824,2025-09-04 07:00:00,M0037,OP0016,,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,False
AL000899,2025-09-04 07:00:00,M0005,OP0020,,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,True
AL000664,2025-09-04 08:00:00,M0033,OP0033,T00610,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,True
AL001244,2025-09-04 13:00:00,M0009,,,ENVIRONMENTAL_RISK,HIGH,environment,"Hazardous environmental conditions (storm, visibility 148m).",Consider pausing operations until conditions improve.,False
AL001121,2025-09-04 13:48:12,M0033,OP0033,T00610,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL000589,2025-09-05 10:37:00,M0004,OP0044,T00231,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,False
AL001107,2025-09-05 11:29:06,M0037,OP0011,T00568,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL001004,2025-09-05 11:34:06,M0004,OP0044,T00231,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL000953,2025-09-05 12:23:42,M0008,OP0038,T00057,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL000188,2025-09-05 12:30:00,M0006,OP0010,T00293,SEATBELT,LOW,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000636,2025-09-05 13:08:00,M0018,OP0005,T00465,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,False
AL001176,2025-09-05 15:39:48,M0009,OP0018,T00815,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL000442,2025-09-06 10:47:00,M0012,OP0019,T00729,SEATBELT,LOW,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000904,2025-09-06 11:00:00,M0027,OP0030,,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,False
AL000443,2025-09-06 12:47:00,M0012,OP0019,T00729,PROXIMITY,LOW,safety_events,Site vehicle detected within unsafe operating distance.,Coordinate with vehicle operator and increase clearance.,True
AL000816,2025-09-06 13:00:00,M0040,OP0015,,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,False
AL000444,2025-09-06 13:13:00,M0012,OP0019,T00729,PROXIMITY,LOW,safety_events,Site vehicle detected within unsafe operating distance.,Coordinate with vehicle operator and increase clearance.,False
AL001156,2025-09-06 16:45:00,M0012,OP0019,T00729,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL001278,2025-09-07 06:00:00,M0006,,,ENVIRONMENTAL_RISK,MEDIUM,environment,"Hazardous environmental conditions (fog, visibility 109m).",Consider pausing operations until conditions improve.,False
AL001064,2025-09-07 10:49:36,M0001,OP0018,T00413,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL000476,2025-09-07 11:22:00,M0017,OP0026,T00771,UNUSUAL_BEHAVIOR,HIGH,safety_events,Machine speed exceeded safe operating threshold.,Coach operator on speed limits for this machine type.,True
AL000695,2025-09-07 12:01:00,M0011,OP0054,T00802,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,True
AL000488,2025-09-07 12:24:00,M0011,OP0054,T00802,PROXIMITY,MEDIUM,safety_events,Obstacle detected within the machine operating zone.,Reassess path and clear or route around obstacle.,False
AL000838,2025-09-07 14:00:00,M0009,OP0045,,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,True
AL001136,2025-09-07 15:01:42,M0006,OP0033,T00657,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL001291,2025-09-07 19:00:00,M0006,,,ENVIRONMENTAL_RISK,MEDIUM,environment,"Hazardous environmental conditions (fog, visibility 202m).",Consider pausing operations until conditions improve.,True
AL000164,2025-09-08 13:17:00,M0036,OP0048,T00255,PROXIMITY,LOW,safety_events,Site vehicle detected within unsafe operating distance.,Coordinate with vehicle operator and increase clearance.,True
AL000165,2025-09-08 14:28:00,M0036,OP0048,T00255,PROXIMITY,LOW,safety_events,Site vehicle detected within unsafe operating distance.,Coordinate with vehicle operator and increase clearance.,True
AL000166,2025-09-08 14:47:00,M0036,OP0048,T00255,SEATBELT,LOW,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL001097,2025-09-08 17:42:00,M0029,OP0030,T00538,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL001251,2025-09-09 06:00:00,M0041,,,ENVIRONMENTAL_RISK,HIGH,environment,"Hazardous environmental conditions (storm, visibility 116m).",Consider pausing operations until conditions improve.,True
AL000020,2025-09-09 10:13:00,M0014,OP0045,T00030,PROXIMITY,HIGH,safety_events,Site vehicle detected within unsafe operating distance.,Coordinate with vehicle operator and increase clearance.,True
AL000021,2025-09-09 10:24:00,M0014,OP0045,T00030,PROXIMITY,LOW,safety_events,Obstacle detected within the machine operating zone.,Reassess path and clear or route around obstacle.,True
AL000022,2025-09-09 10:50:00,M0014,OP0045,T00030,SEATBELT,LOW,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000023,2025-09-09 12:29:00,M0014,OP0045,T00030,PROXIMITY,HIGH,safety_events,Obstacle detected within the machine operating zone.,Reassess path and clear or route around obstacle.,True
AL000779,2025-09-09 13:00:00,M0028,OP0008,,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL000018,2025-09-09 15:45:00,M0041,OP0055,T00028,SEATBELT,MEDIUM,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,False
AL000019,2025-09-09 16:07:00,M0041,OP0055,T00028,PROXIMITY,LOW,safety_events,Worker detected within the machine operating zone.,Pause operation and confirm clear zone before resuming.,True
AL000946,2025-09-09 23:18:42,M0014,OP0045,T00030,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,False
AL000782,2025-09-10 06:00:00,M0022,OP0019,,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,False
AL000783,2025-09-10 06:00:00,M0022,OP0019,,UNUSUAL_BEHAVIOR,HIGH,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL000288,2025-09-10 11:03:00,M0023,OP0016,T00442,PROXIMITY,LOW,safety_events,Site vehicle detected within unsafe operating distance.,Coordinate with vehicle operator and increase clearance.,True
AL001033,2025-09-10 11:49:24,M0021,OP0003,T00309,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,False
AL000905,2025-09-10 12:00:00,M0029,OP0027,,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,False
AL000367,2025-09-10 12:39:00,M0035,OP0028,T00582,UNUSUAL_BEHAVIOR,LOW,safety_events,Harsh braking event detected.,Review braking technique with operator.,True
AL000764,2025-09-10 14:00:00,M0039,OP0045,,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL001200,2025-09-10 19:00:00,M0013,,,ENVIRONMENTAL_RISK,HIGH,environment,"Hazardous environmental conditions (storm, visibility 204m).",Consider pausing operations until conditions improve.,True
